total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,cityCenters_nearest,floor_category
62.2,2,3.0,20.0,35.7,2,False,False,False,19.9,0,8672.0,другой
35.0,1,2.8,5.0,20.0,1,False,False,False,6.0,0,6081.0,первый
31.0,1,2.65,9.0,17.7,9,False,False,False,7.5,0,9782.0,последний
47.0,2,2.5,5.0,33.0,3,False,False,False,7.0,0,14521.0,другой
26.1,1,2.7,25.0,16.0,8,False,False,False,10.3,0,11618.0,другой
46.4,2,2.65,5.0,18.0,3,False,False,False,20.0,0,5046.0,другой
68.5,3,2.5,11.0,41.5,10,False,False,False,8.5,1,9487.0,другой
32.0,1,2.5,9.0,17.4,6,False,False,False,8.8,0,16308.0,другой
42.1,2,2.5,8.0,28.1,8,False,False,False,6.9,0,11778.0,последний
41.2,1,2.8,13.0,20.9,10,False,False,False,12.9,1,11592.0,другой
50.6,2,2.65,9.0,30.3,7,False,False,False,7.0,0,12872.0,другой
81.4,4,3.3,3.0,58.7,2,False,False,False,6.7,0,3494.0,другой
42.0,1,2.54,10.0,18.4,2,False,False,False,11.1,0,16231.0,другой
64.6,3,2.55,9.0,25.2,1,False,False,False,8.2,0,13649.0,первый
60.0,3,2.52,9.0,43.3,2,False,False,False,6.3,5,15945.0,другой
50.0,3,2.9,6.0,33.0,4,False,False,False,8.0,0,4753.0,другой
27.7,1,2.75,24.0,17.3,21,False,False,False,10.3,0,14557.0,другой
283.3,5,3.0,3.0,99.0,3,False,False,False,54.0,0,13644.0,последний
95.3,3,2.5,15.0,51.0,9,False,False,False,16.6,0,7765.0,другой
83.1,4,3.05,6.0,56.5,4,False,False,False,8.9,0,4873.0,другой
57.6,3,2.55,9.0,39.4,4,False,False,False,6.2,5,11856.0,другой
42.0,2,3.0,4.0,27.9,4,False,False,False,5.3,0,4353.0,последний
34.0,1,2.5,9.0,17.6,9,False,False,False,7.7,0,11382.0,последний
40.0,1,2.7,16.0,16.5,12,False,False,False,11.4,0,12138.0,другой
145.0,5,2.75,9.0,72.0,8,False,False,False,26.0,0,4619.0,другой
45.5,1,2.7,10.0,20.0,3,False,False,False,14.0,0,16267.0,другой
64.5,2,2.7,17.0,34.5,12,False,False,False,13.1,0,11004.0,другой
249.9,9,3.2,5.0,157.0,5,False,False,False,12.4,0,9987.0,последний
54.1,2,2.67,12.0,33.1,3,False,False,False,7.0,4,14877.0,другой
50.0,2,2.65,12.0,31.0,3,False,False,False,8.0,0,11312.0,другой
46.0,2,2.55,9.0,30.0,6,False,False,False,6.6,0,13423.0,другой
36.0,1,2.55,12.0,18.8,9,False,False,False,9.0,0,10623.0,другой
58.0,3,2.5,9.0,39.0,5,False,False,False,7.0,0,11616.0,другой
58.8,3,2.6,9.0,39.5,8,False,False,False,7.0,2,11741.0,другой
43.0,1,2.75,16.0,16.0,11,False,False,False,11.0,2,9241.0,другой
47.5,2,2.7,9.0,28.0,5,False,False,False,8.0,2,13037.0,другой
72.0,2,3.0,7.0,47.0,3,False,False,False,10.0,0,3627.0,другой
75.0,4,2.6,14.0,47.0,9,False,False,False,9.0,1,12524.0,другой
33.0,1,2.55,15.0,18.0,9,False,False,False,7.0,2,17663.0,другой
91.0,3,2.65,16.0,46.7,4,False,False,False,12.4,0,11907.0,другой
65.53,3,3.0,2.0,47.7,2,False,False,False,5.8,0,11236.0,последний
123.0,4,3.15,6.0,70.3,3,False,False,False,14.0,0,4624.0,другой
48.0,1,2.5,23.0,18.0,22,False,False,False,12.0,0,17634.0,другой
41.4,1,3.0,4.0,16.8,2,False,False,False,13.9,2,13769.0,другой
46.2,2,2.82,18.0,27.3,1,False,False,False,8.4,0,14296.0,первый
87.3,4,2.9,4.0,57.3,2,False,False,False,12.6,0,4415.0,другой
39.0,1,2.65,12.0,20.0,12,False,False,False,11.0,0,11220.0,последний
110.0,3,3.0,4.0,52.0,4,False,False,False,16.0,0,2120.0,последний
47.65,1,2.75,25.0,22.15,19,False,False,False,12.4,2,12318.0,другой
73.0,3,2.6,17.0,48.0,4,False,False,False,8.5,2,11832.0,другой
42.0,2,2.6,12.0,28.0,2,False,False,False,7.0,1,10563.0,другой
63.0,3,2.6,9.0,40.0,8,False,False,False,10.0,0,10326.0,другой
35.4,1,2.6,10.0,15.8,2,False,False,False,8.2,0,16285.0,другой
60.0,2,2.75,26.0,35.95,25,False,False,False,11.8,0,21740.0,другой
58.0,3,2.5,10.0,33.5,9,False,False,False,6.2,2,13763.0,другой
35.1,1,2.8,16.0,18.3,14,False,False,False,8.3,1,7734.0,другой
71.0,3,2.7,12.0,44.5,10,False,False,False,10.3,0,13820.0,другой
43.0,2,2.55,9.0,27.0,3,False,False,False,6.0,0,16840.0,другой
39.0,1,2.7,25.0,20.0,14,False,False,False,10.3,1,14168.0,другой
50.6,2,2.56,14.0,31.0,5,False,False,False,7.0,1,12022.0,другой
62.3,3,2.5,9.0,42.3,7,False,False,False,7.0,0,18312.0,другой
45.0,2,2.5,5.0,28.0,1,False,False,False,5.0,0,11198.0,первый
68.3,2,3.0,7.0,35.5,2,False,False,False,15.2,0,9659.0,другой
44.6,1,2.55,17.0,18.7,11,False,False,False,9.8,2,12915.0,другой
37.7,1,2.7,24.0,19.0,22,False,False,False,10.0,2,13107.0,другой
65.0,2,2.65,17.0,35.1,1,False,False,False,14.3,0,14499.0,первый
133.0,3,2.9,9.0,72.0,4,False,False,False,17.7,1,3371.0,другой
77.5,4,2.6,9.0,55.1,5,False,False,False,7.0,2,11867.0,другой
80.4,3,2.7,17.0,48.0,8,False,False,False,12.0,1,16167.0,другой
40.0,1,2.5,18.0,19.4,12,False,False,False,9.0,0,21539.0,другой
47.0,2,2.5,5.0,28.0,3,False,False,False,7.0,0,14768.0,другой
77.0,2,2.8,9.0,53.4,5,False,False,False,15.3,2,8774.0,другой
58.5,3,2.7,10.0,54.5,8,False,False,False,7.1,1,13893.0,другой
59.1,3,2.53,9.0,37.7,3,False,False,False,7.2,2,15648.0,другой
75.5,3,3.0,5.0,46.2,3,False,False,False,7.5,0,8950.0,другой
58.0,2,2.66,16.0,32.5,14,False,False,False,12.0,0,13916.0,другой
35.2,1,2.7,16.0,15.7,2,False,False,False,10.3,0,9496.0,другой
86.0,3,3.0,8.0,45.0,7,False,False,False,22.0,0,17691.0,другой
65.0,2,2.57,10.0,34.6,4,False,False,False,10.8,0,10753.0,другой
32.1,1,2.75,20.0,15.4,18,False,False,False,10.6,0,13963.0,другой
43.0,2,2.5,5.0,29.0,2,False,False,False,6.0,0,7262.0,другой
55.4,2,2.5,9.0,32.1,2,False,False,False,7.9,2,15922.0,другой
75.61,3,2.6,14.0,45.82,1,False,False,False,9.77,0,12570.0,первый
45.0,2,2.55,9.0,27.0,9,False,False,False,12.0,0,10667.0,последний
54.7,3,3.0,3.0,40.4,2,False,False,False,5.9,0,18061.0,другой
45.3,1,2.55,16.0,17.0,15,False,False,False,12.5,1,14195.0,другой
59.6,3,2.5,5.0,44.8,2,False,False,False,6.5,1,7674.0,другой
33.0,1,2.55,9.0,18.0,8,False,False,False,6.5,0,10649.0,другой
40.0,1,3.16,8.0,17.9,4,False,False,False,11.9,0,10879.0,другой
31.0,1,2.64,5.0,17.0,5,False,False,False,6.0,0,9869.0,последний
63.2,3,3.3,5.0,39.0,2,False,False,False,14.0,0,4661.0,другой
39.0,1,2.5,5.0,17.0,5,False,False,False,9.0,0,4381.0,последний
155.0,4,2.55,10.0,94.9,9,False,False,False,12.0,0,13037.0,другой
201.9,6,3.87,6.0,134.8,3,False,False,False,16.2,0,3747.0,другой
57.0,2,2.65,16.0,30.7,3,False,False,False,14.0,0,13369.0,другой
214.0,4,3.2,8.0,133.0,7,False,False,False,28.0,2,6065.0,другой
64.6,2,2.7,16.0,25.2,14,False,False,False,15.5,2,9014.0,другой
67.0,3,2.65,12.0,40.0,6,False,False,False,10.0,2,12669.0,другой
67.6,3,2.6,5.0,44.0,2,False,False,False,8.0,0,1369.0,другой
24.0,1,2.6,5.0,17.2,3,False,False,False,6.0,0,5235.0,другой
65.8,3,2.5,9.0,46.4,9,False,False,False,6.4,2,17371.0,последний
29.3,1,2.55,9.0,15.2,8,False,False,False,6.6,0,12353.0,другой
54.1,2,2.5,9.0,30.3,2,False,False,False,7.2,2,8294.0,другой
37.3,1,2.5,14.0,21.4,12,False,False,False,8.0,2,15953.0,другой
30.11,1,2.6,5.0,15.88,5,False,False,False,6.6,0,15075.0,последний
33.7,1,2.75,18.0,16.9,4,False,False,False,8.7,2,11849.0,другой
44.0,2,2.6,9.0,27.51,6,False,False,False,6.7,0,10876.0,другой
75.3,3,2.75,19.0,41.6,2,False,False,False,16.3,0,15564.0,другой
59.7,3,2.5,9.0,42.8,9,False,False,False,6.2,0,9858.0,последний
35.93,1,2.7,18.0,15.0,4,False,False,False,10.91,0,8297.0,другой
109.0,2,3.0,6.0,31.9,5,False,False,False,43.8,0,4327.0,другой
96.0,3,2.7,16.0,51.0,11,False,False,False,24.0,0,15250.0,другой
41.0,1,2.65,9.0,20.3,6,False,False,False,9.3,2,6407.0,другой
52.1,2,2.55,16.0,30.0,1,False,False,False,10.0,0,13031.0,первый
47.0,2,2.55,9.0,31.0,8,False,False,False,7.0,0,14943.0,другой
59.2,3,2.5,12.0,39.0,9,False,False,False,7.6,0,13041.0,другой
57.1,3,2.5,9.0,49.1,3,False,False,False,6.4,1,15391.0,другой
68.0,3,2.7,16.0,49.0,3,False,False,False,13.2,0,11850.0,другой
55.1,2,2.7,9.0,31.0,3,False,False,False,9.0,0,12903.0,другой
83.0,3,3.0,4.0,43.0,4,False,False,False,8.5,0,3490.0,последний
60.0,2,3.0,6.0,33.0,2,False,False,False,9.0,0,4816.0,другой
55.0,2,2.65,16.0,32.0,14,False,False,False,10.0,0,22271.0,другой
72.4,2,2.76,22.0,37.3,2,False,False,False,11.6,1,13495.0,другой
36.0,1,2.76,22.0,17.55,1,False,False,False,10.850000000000001,0,9508.0,первый
69.2,2,2.75,23.0,36.0,18,False,False,False,12.0,0,15561.0,другой
58.5,3,2.7,6.0,43.5,2,False,False,False,6.0,0,8399.0,другой
33.0,1,2.75,23.0,18.0,11,False,False,False,8.0,0,9700.0,другой
39.0,1,2.65,12.0,18.8,10,False,False,False,9.0,0,17012.0,другой
131.0,3,2.8,20.0,64.0,19,False,False,False,50.0,0,8672.0,другой
34.0,1,2.7,25.0,16.0,13,False,False,False,10.0,0,15541.0,другой
93.0,4,2.7,16.0,60.0,15,False,False,False,12.6,2,22488.0,другой
63.6,1,3.0,4.0,19.1,3,False,False,False,12.27,0,21700.0,другой
96.38,2,2.7,12.0,44.99,12,False,False,False,19.51,0,13615.0,последний
30.5,1,2.75,23.0,15.1,17,False,False,False,8.2,0,10820.0,другой
58.4,2,2.7,17.0,31.8,16,False,False,False,10.6,0,13723.0,другой
40.0,2,2.6,16.0,17.3,15,False,False,False,13.0,2,12419.0,другой
53.0,2,2.5,12.0,36.0,9,False,False,False,7.0,0,10949.0,другой
43.0,2,2.5,9.0,27.0,1,False,False,False,7.0,0,14060.0,первый
41.8,1,2.7,17.0,16.5,15,False,False,False,11.8,0,15092.0,другой
45.1,2,2.5,5.0,28.7,4,False,False,False,6.1,0,10927.0,другой
55.0,2,2.75,19.0,32.25,4,False,False,False,11.15,0,15564.0,другой
36.0,1,2.75,25.0,15.0,17,False,False,False,11.0,0,16478.0,другой
35.0,1,2.7,12.0,16.0,11,False,False,False,8.1,0,13838.0,другой
28.71,1,2.52,7.0,15.33,2,False,False,False,6.2,0,9118.0,другой
33.6,1,2.55,16.0,17.9,6,False,False,False,7.3,0,14515.0,другой
47.7,1,3.1,16.0,19.0,8,False,False,False,13.6,2,8460.0,другой
62.0,2,2.7,5.0,38.0,2,False,False,False,12.0,0,8950.0,другой
96.0,5,2.6,5.0,59.0,1,False,False,False,15.0,0,4218.0,первый
34.0,1,2.5,25.0,18.0,10,False,False,False,9.5,0,12158.0,другой
38.8,1,3.0,4.0,19.1,1,False,False,False,7.4,0,21722.0,первый
171.0,4,2.85,12.0,86.0,8,False,False,False,21.2,0,7625.0,другой
68.3,2,3.2,5.0,33.2,1,False,False,False,15.0,0,8474.0,первый
46.0,2,2.6,5.0,31.0,1,False,False,False,6.4,0,9866.0,первый
42.0,1,2.7,10.0,28.0,3,False,False,False,10.0,2,12264.0,другой
40.2,1,2.6,10.0,18.5,4,False,False,False,10.7,0,11387.0,другой
45.7,2,2.5,9.0,28.6,6,False,False,False,6.9,2,15391.0,другой
42.3,2,3.0,8.0,29.0,4,False,False,False,5.0,0,4155.0,другой
150.0,4,3.0,4.0,69.6,3,False,False,False,12.6,0,5579.0,другой
33.0,1,2.5,12.0,18.8,12,False,False,False,9.0,0,16890.0,последний
90.2,3,2.84,25.0,56.9,12,False,False,False,14.0,4,18785.0,другой
104.5,4,3.0,5.0,72.2,3,False,False,False,9.4,0,8390.0,другой
42.2,2,2.5,5.0,28.3,5,False,False,False,5.1,0,16595.0,последний
74.0,4,2.5,14.0,47.0,1,False,False,False,7.0,0,15682.0,первый
44.0,1,2.75,25.0,16.3,11,False,False,False,12.9,1,18830.0,другой
63.0,2,2.6,14.0,37.0,13,False,False,False,14.0,1,14579.0,другой
40.8,1,2.75,23.0,17.2,9,False,False,False,10.0,0,15468.0,другой
46.9,1,2.6,10.0,18.0,4,False,False,False,13.0,0,14035.0,другой
34.0,1,2.75,25.0,15.0,7,False,False,False,10.24,0,15628.0,другой
58.5,2,2.6,5.0,25.0,4,False,False,False,25.0,1,13631.0,другой
149.0,4,3.0,10.0,88.0,6,False,False,False,16.0,0,13711.0,другой
46.5,2,3.0,5.0,25.0,1,False,False,False,7.6,0,10866.0,первый
49.1,1,2.5,35.0,31.0,3,False,False,False,7.0,0,20444.0,другой
132.65,4,3.3,5.0,60.3,1,False,False,False,18.6,2,16465.0,первый
31.0,1,2.75,9.0,20.0,5,True,False,False,6.5,0,6450.0,другой
86.7,2,3.0,6.0,33.0,5,False,False,False,18.0,2,5951.0,другой
40.0,1,2.65,9.0,20.0,5,False,False,False,10.0,0,13222.0,другой
43.5,1,2.6,17.0,16.8,11,False,False,False,9.3,0,22175.0,другой
127.0,3,3.1,5.0,49.9,4,False,False,False,44.0,0,2432.0,другой
52.3,2,2.5,9.0,28.3,1,False,False,False,7.0,2,15502.0,первый
74.0,2,3.7,5.0,51.0,2,False,False,False,9.0,0,1826.0,другой
70.01,2,2.72,16.0,32.0,3,False,False,False,10.46,2,9481.0,другой
80.0,3,2.7,5.0,44.0,1,False,False,False,8.0,0,10448.0,первый
40.0,1,2.75,23.0,18.0,3,False,False,False,10.0,0,13279.0,другой
23.8,1,2.7,18.0,20.0,9,False,False,False,5.0,0,11849.0,другой
38.0,2,2.55,9.0,23.0,4,False,False,False,7.0,0,11058.0,другой
32.0,1,2.5,5.0,19.0,5,False,False,False,6.0,0,9692.0,последний
230.0,7,3.5,5.0,167.0,4,False,False,False,18.0,1,2717.0,другой
32.4,1,2.75,23.0,15.0,16,False,False,False,8.7,0,17417.0,другой
40.4,1,2.75,13.0,25.0,12,False,False,False,11.0,0,10997.0,другой
34.0,1,2.6,5.0,17.7,5,False,False,False,7.8,1,11702.0,последний
91.8,3,2.8,20.0,68.0,6,False,False,False,19.0,0,8672.0,другой
125.0,3,2.91,6.0,73.9,6,False,False,False,9.7,1,6030.0,последний
150.0,3,3.0,20.0,60.0,7,False,False,False,44.0,0,4836.0,другой
31.9,1,2.6,9.0,15.8,7,False,False,False,8.5,0,12364.0,другой
53.0,2,2.65,12.0,31.5,6,False,False,False,7.6,0,12247.0,другой
55.1,3,3.0,4.0,34.1,4,False,False,False,5.1,0,8964.0,последний
74.1,4,2.7,14.0,46.4,9,False,False,False,7.5,1,16503.0,другой
89.3,4,2.95,7.0,63.1,2,False,False,False,10.0,0,4322.0,другой
56.7,2,3.2,5.0,34.1,5,False,False,False,9.6,0,9274.0,последний
65.2,3,2.55,9.0,42.7,6,False,False,False,10.0,0,11676.0,другой
75.0,2,2.8,25.0,40.0,4,False,False,False,15.0,0,12262.0,другой
65.3,2,2.6,10.0,36.0,7,False,False,False,12.0,2,4358.0,другой
83.0,3,2.8,10.0,52.0,8,False,False,False,14.8,4,6254.0,другой
43.5,1,2.68,25.0,17.7,12,False,False,False,11.2,1,9681.0,другой
64.0,3,2.5,9.0,39.6,1,False,False,False,10.0,2,12990.0,первый
35.0,1,2.75,25.0,17.7,7,False,False,False,10.3,0,9238.0,другой
44.0,1,2.5,9.0,25.0,8,False,False,False,7.0,1,7786.0,другой
42.0,2,2.5,5.0,28.0,4,False,False,False,5.1,0,10390.0,другой
74.8,3,2.5,9.0,45.0,4,False,False,False,17.0,0,16217.0,другой
56.9,2,2.86,15.0,35.3,12,False,False,False,9.3,2,16081.0,другой
75.9,3,2.75,20.0,44.9,17,False,False,False,10.02,0,15985.0,другой
33.7,1,2.75,25.0,16.2,10,False,False,False,10.5,0,25406.0,другой
66.5,2,2.7,16.0,37.5,3,False,False,False,10.4,2,15986.0,другой
45.85,2,2.55,5.0,31.0,5,False,False,False,7.5,0,11570.0,последний
116.6,3,3.2,7.0,82.0,2,False,False,False,10.4,0,4993.0,другой
41.0,1,2.75,24.0,18.2,3,False,False,False,11.1,0,13360.0,другой
64.5,2,2.55,10.0,34.3,5,False,False,False,12.7,0,12391.0,другой
40.0,1,2.65,12.0,20.0,5,False,False,False,10.0,2,12035.0,другой
89.0,2,2.55,9.0,45.7,8,False,False,False,16.5,5,5065.0,другой
63.0,3,2.5,12.0,44.5,3,False,False,False,10.3,0,15571.0,другой
29.4,1,2.5,5.0,16.9,3,False,False,False,5.3,0,12313.0,другой
47.1,2,3.0,4.0,31.0,2,False,False,False,6.0,0,3659.0,другой
35.8,1,2.7,9.0,18.4,8,False,False,False,8.0,0,18633.0,другой
72.0,3,2.6,12.0,48.0,8,False,False,False,7.1,2,16254.0,другой
30.7,1,2.48,5.0,17.2,5,False,False,False,5.2,1,23108.0,последний
41.8,1,2.8,25.0,21.3,9,False,False,False,12.3,2,16921.0,другой
31.7,1,2.5,5.0,17.9,2,False,False,False,5.6,2,10933.0,другой
64.2,1,2.8,9.0,19.8,7,False,False,False,26.9,1,6346.0,другой
104.66,3,2.7,18.0,48.41,5,False,False,False,30.59,0,8297.0,другой
88.5,3,2.55,9.0,42.3,4,False,False,False,7.0,0,6072.0,другой
34.4,1,2.7,13.0,17.75,2,False,False,False,9.5,0,8370.0,другой
66.1,3,2.55,9.0,42.3,7,False,False,False,10.6,0,13023.0,другой
68.2,3,2.6,9.0,43.3,1,False,False,False,8.2,0,12638.0,первый
115.3,4,2.85,6.0,76.4,5,False,False,False,19.8,0,2767.0,другой
35.0,1,2.5,5.0,19.0,1,False,False,False,6.0,0,11396.0,первый
35.0,1,2.5,12.0,18.0,12,False,False,False,9.0,0,11195.0,последний
72.0,3,2.6,9.0,43.3,7,False,False,False,9.0,2,12899.0,другой
51.2,2,2.5,5.0,30.1,4,False,False,False,6.8,0,11090.0,другой
61.0,3,2.5,9.0,38.0,3,False,False,False,7.0,0,13218.0,другой
46.0,1,2.85,22.0,17.55,20,False,False,False,13.0,0,14772.0,другой
77.0,3,3.25,5.0,44.0,1,False,False,False,20.0,0,10418.0,первый
44.0,2,2.6,5.0,29.0,4,False,False,False,6.0,1,8323.0,другой
54.92,2,2.6,5.0,27.0,1,False,False,False,7.0,0,25866.0,первый
80.0,3,2.73,4.0,50.7,4,False,False,False,9.0,0,1139.0,последний
63.1,2,2.8,23.0,32.9,14,False,False,False,11.0,0,12810.0,другой
58.0,2,2.65,9.0,29.0,7,False,False,False,15.0,1,17135.0,другой
32.0,1,2.75,25.0,26.6,6,False,False,False,10.3,0,11247.0,другой
46.3,2,2.7,4.0,24.2,3,False,False,False,8.5,0,2595.0,другой
66.2,3,3.01,4.0,37.4,4,False,False,False,9.4,1,835.0,последний
46.0,2,2.55,5.0,29.85,4,False,False,False,7.0,0,15676.0,другой
65.0,3,2.6,14.0,41.7,8,False,False,False,8.0,1,11459.0,другой
67.9,2,2.7,16.0,34.8,14,False,False,False,16.8,0,7264.0,другой
65.0,2,2.6,14.0,38.1,9,False,False,False,11.6,1,11479.0,другой
50.0,2,2.55,9.0,31.0,8,False,False,False,8.0,0,13321.0,другой
43.2,1,2.67,16.0,18.0,6,False,False,False,10.8,1,11490.0,другой
60.0,2,2.75,25.0,29.0,16,False,False,False,11.0,0,13222.0,другой
86.5,4,3.06,6.0,52.0,4,False,False,False,8.7,0,5856.0,другой
49.0,4,2.5,5.0,40.0,1,False,False,False,5.0,0,12366.0,первый
50.8,2,2.65,16.0,31.7,10,False,False,False,7.0,1,11646.0,другой
70.5,2,2.7,13.0,36.15,12,False,False,False,12.35,2,6017.0,другой
73.8,2,2.75,24.0,34.8,6,False,False,False,14.7,2,14368.0,другой
44.0,2,2.55,9.0,27.4,9,False,False,False,6.7,0,14733.0,последний
44.8,1,2.75,24.0,19.6,7,False,False,False,12.5,0,15853.0,другой
139.5,4,3.3,16.0,82.55,9,False,False,False,13.84,0,8460.0,другой
73.0,3,2.6,9.0,43.4,8,False,False,False,8.0,1,11785.0,другой
47.7,2,2.5,9.0,31.2,8,False,False,False,8.3,1,10886.0,другой
76.6,2,4.0,17.0,60.0,11,False,False,False,15.0,0,10841.0,другой
73.3,2,2.75,25.0,33.6,13,False,False,False,16.2,0,13056.0,другой
56.0,3,2.6,5.0,40.0,2,False,False,False,5.5,0,9925.0,другой
121.0,3,2.8,21.0,63.0,10,False,False,False,16.25,2,10364.0,другой
38.5,1,2.65,12.0,16.4,2,False,False,False,9.8,0,21403.0,другой
38.5,1,2.7,17.0,17.2,8,False,False,False,10.6,1,12441.0,другой
74.0,3,2.78,20.0,47.0,1,False,False,False,12.0,0,13385.0,первый
39.1,1,2.5,16.0,28.1,10,False,False,False,11.0,0,8672.0,другой
64.3,2,2.7,17.0,39.0,6,False,False,False,11.1,0,8460.0,другой
66.2,2,3.16,5.0,34.9,3,False,False,False,14.1,0,3925.0,другой
43.6,1,2.79,17.0,17.1,11,False,False,False,8.7,2,11777.0,другой
146.8,3,2.7,16.0,128.0,6,False,False,False,18.8,0,9782.0,другой
40.4,1,2.6,10.0,18.6,2,False,False,False,11.3,0,16231.0,другой
57.8,3,2.54,5.0,43.1,2,False,False,False,5.2,1,10761.0,другой
46.2,1,2.55,9.0,19.55,9,False,False,False,13.3,0,6072.0,последний
56.8,2,2.7,16.0,32.0,8,False,False,False,8.0,0,7110.0,другой
80.0,3,3.0,4.0,52.5,4,False,False,False,7.8,0,8452.0,последний
38.0,1,2.7,9.0,20.0,4,False,False,False,7.0,2,15584.0,другой
72.0,2,2.5,11.0,45.0,9,False,False,False,16.0,0,13732.0,другой
54.3,3,2.59,5.0,37.0,1,False,False,False,5.0,0,11146.0,первый
91.6,1,2.8,24.0,17.6,3,False,False,False,10.3,0,16802.0,другой
22.0,1,2.7,16.0,14.0,13,False,False,False,10.0,0,11827.0,другой
59.6,2,2.6,10.0,33.4,7,False,False,False,10.84,2,10251.0,другой
81.4,2,2.7,5.0,41.1,5,False,False,False,12.6,0,1381.0,последний
55.0,2,2.5,12.0,32.0,10,False,False,False,11.0,0,12063.0,другой
54.6,2,3.0,7.0,33.1,3,False,False,False,8.0,0,8414.0,другой
44.0,1,2.7,15.0,17.5,5,False,False,False,14.0,0,5881.0,другой
88.9,3,2.8,5.0,46.0,3,False,False,False,27.3,0,5472.0,другой
49.0,2,2.5,20.0,29.0,13,False,False,False,6.0,2,12583.0,другой
77.0,3,3.0,7.0,51.25,5,False,False,False,7.5,0,2761.0,другой
56.7,1,3.6,3.0,33.7,1,False,False,False,11.4,0,3402.0,первый
80.2,2,2.7,16.0,35.0,16,False,False,False,18.5,0,10259.0,последний
115.1,4,3.0,5.0,78.6,5,False,False,False,12.0,0,4677.0,последний
114.0,3,2.55,15.0,49.4,2,False,False,False,11.3,0,14855.0,другой
77.0,2,2.8,24.0,40.0,22,False,False,False,15.5,0,13056.0,другой
80.0,3,2.65,12.0,47.0,8,False,False,False,15.0,0,13188.0,другой
42.0,1,2.7,13.0,14.5,13,False,False,False,17.0,0,9148.0,последний
30.61,1,2.5,9.0,15.4,2,False,False,False,8.1,0,11504.0,другой
46.1,2,2.5,9.0,28.8,5,False,False,False,7.1,2,14513.0,другой
59.7,3,2.5,9.0,44.0,5,False,False,False,6.0,1,10200.0,другой
72.0,3,2.7,13.0,43.0,3,False,False,False,8.5,0,13427.0,другой
57.2,2,2.6,10.0,30.0,1,False,False,False,11.0,0,10708.0,первый
73.0,3,3.0,5.0,48.0,5,False,False,False,9.6,0,8691.0,последний
34.0,1,2.75,19.0,17.1,7,False,False,False,9.01,2,17628.0,другой
121.2,4,3.0,6.0,72.5,2,False,False,False,15.4,0,4172.0,другой
59.3,2,2.7,17.0,29.2,10,False,False,False,12.6,2,13301.0,другой
128.0,6,3.56,5.0,85.3,3,False,False,False,15.2,0,4542.0,другой
57.0,1,3.0,3.0,28.0,2,False,False,False,16.0,0,4273.0,другой
31.0,1,2.6,5.0,16.0,1,False,False,False,8.0,0,3238.0,первый
63.0,3,2.55,12.0,43.0,11,False,False,False,8.5,0,12173.0,другой
60.0,2,2.8,25.0,31.7,4,False,False,False,9.5,0,13672.0,другой
46.0,1,3.1,7.0,16.0,2,False,False,False,18.6,0,4096.0,другой
78.4,3,2.7,4.0,46.5,1,False,False,False,7.0,0,2767.0,первый
87.5,3,3.0,5.0,55.0,2,False,False,False,9.2,0,11534.0,другой
180.0,4,2.73,10.0,90.0,5,False,False,False,17.3,0,14479.0,другой
43.0,2,2.5,9.0,27.0,4,False,False,False,8.3,0,12925.0,другой
45.0,1,2.78,20.0,16.0,13,False,False,False,11.0,0,13385.0,другой
31.3,1,2.5,5.0,17.8,1,False,False,False,5.6,0,16920.0,первый
25.0,1,3.5,6.0,18.0,4,False,False,False,9.0,0,5228.0,другой
86.0,3,2.5,14.0,49.0,8,False,False,False,14.0,0,13966.0,другой
41.8,2,2.6,5.0,30.0,3,False,False,False,7.0,0,14566.0,другой
34.25,1,2.75,25.0,14.38,8,False,False,False,8.12,0,15638.0,другой
60.0,4,2.6,5.0,44.0,4,False,False,False,8.0,0,2486.0,другой
41.1,3,2.6,5.0,31.0,3,False,False,False,5.5,0,11861.0,другой
66.2,2,2.8,25.0,34.0,3,False,False,False,11.3,1,16242.0,другой
37.0,1,2.8,18.0,19.0,5,False,False,False,10.0,0,12342.0,другой
45.5,1,2.78,25.0,20.0,4,False,False,False,10.4,1,12099.0,другой
43.0,1,2.55,10.0,18.3,6,False,False,False,10.0,2,15131.0,другой
44.5,2,2.56,10.0,26.6,1,False,False,False,6.2,0,13926.0,первый
40.2,1,2.8,25.0,19.2,15,False,False,False,10.3,0,12142.0,другой
41.0,2,3.0,4.0,27.0,4,False,False,False,5.5,1,13099.0,последний
50.0,1,2.75,25.0,19.0,16,False,False,False,18.0,0,13845.0,другой
24.7,1,2.6,5.0,17.2,1,False,False,False,6.0,0,9027.0,первый
52.0,1,2.55,10.0,29.0,2,False,False,False,7.0,2,22733.0,другой
36.7,1,2.8,14.0,19.6,12,False,False,False,10.0,2,15930.0,другой
84.6,3,2.77,11.0,48.6,2,False,False,False,14.05,0,5552.0,другой
48.0,2,2.55,9.0,28.5,2,False,False,False,7.0,0,10885.0,другой
45.6,2,2.6,10.0,28.1,5,False,False,False,7.1,1,14176.0,другой
48.3,2,2.6,4.0,30.0,1,False,False,False,5.8,0,14712.0,первый
42.0,2,2.6,5.0,27.0,4,False,False,False,6.5,0,8535.0,другой
94.0,3,3.4,4.0,67.0,1,False,False,False,10.0,0,5494.0,первый
50.13,2,2.6,9.0,27.0,5,False,False,False,9.0,1,15566.0,другой
